yn	10952674
y	5757844
i	5235239
o	3516557
a	3370255
ar	2708921
mae	1898450
ac	1843358
ei	1644077
yr	1588491
wedi	1466549
am	1321205
bod	1075557
cael	931038
gan	929951
i'r	912795
hyn	894562
fod	876778
fy	872111
eu	789777
mewn	783625
mae'r	754595
o'r	739427
sydd	737028
fel	682491
roedd	659470
ond	655450
er	641357
bydd	600621
wrth	566807
un	558806
yma	552590
hefyd	550958
oedd	539127
gyda	536079
sy'n	500596
os	495543
ni	491808
mae'n	466546
yw	465087
neu	449493
mwyn	440827
iawn	439622
gyfer	429194
angen	426923
chi	412575
ysgol	411187
plant	409197
felly	408853
eich	405838
beth	398164
gallu	385943
mi	376863
gwneud	375419
wneud	375116
at	370615
nhw	363917
gwaith	363043
oherwydd	356989
ddim	351819
gael	337115
ein	328772
a'r	313927
yna	297711
fydd	297172
amser	295543
rhaid	283337
mynd	273843
sut	270743
â	264709
ôl	264243
nid	263695
mwy	257285
disgyblion	254178
fwy	251107
unrhyw	248241
bobl	247906
llawer	243485
newydd	240549
pob	238186
rhan	234502
sgiliau	233524
rhoi	230060
dros	229922
sicrhau	228360
rwyf	225908
dim	224629
gyda'r	221867
ystod	220334
oes	219000
rhai	212943
defnyddio	211399
edrych	211286
na	211110
dda	210064
trwy	209485
dod	209350
arall	206525
fe	206350
dysgu	206142
i'n	205027
bob	202968
pobl	202243
Cymru	202105
iaith	201686
hwn	199123
i'w	198510
yng	193556
gwahanol	188603
nad	187363
nifer	187103
eraill	186754
lle	185948
helpu	185256
gall	184949
yw'r	184367
dangos	184363
fewn	181315
allan	178634
gweithio	178551
dosbarth	178013
dydd	175401
cyn	170514
ym	168565
da	166271
rydw	166156
grŵp	165969
hyd	165664
ffordd	164770
hi	164303
pan	161229
meddwl	161063
Gymraeg	160580
ddefnyddio	160361
weld	157494
gweld	152276
newid	152019
cynnwys	151094
byd	148189
fi	147035
Cymraeg	146892
rydym	146498
wybodaeth	146195
bwysig	142569
ag	140387
siarad	138725
wythnos	137945
e	136325
erbyn	135258
creu	133997
mor	133725
rhwng	133672
hynny	133268
rwy'n	132820
maent	132784
pa	132429
datblygu	130405
ti	130053
gwybodaeth	129924
waith	129595
mod	129345
diolch	129338
heb	128640
byddaf	128276
eisiau	127757
drwy	127117
ymlaen	125985
ogystal	124044
ysgrifennu	123805
ydych	123587
nesaf	122421
holl	120931
gwybod	119165
hon	118577
flwyddyn	118240
hi'n	117719
hun	117341
roeddwn	116998
plentyn	116120
iddynt	115139
fynd	114443
cyfle	113057
arian	112812
wahanol	112586
cymryd	109873
gydag	107513
fawr	106987
dysgwyr	106437
eto	106082
a'i	105456
addysg	104606
dweud	104466
chwarae	104124
ddod	104038
oed	103633
wers	103565
mawr	101853
dechrau	101599
greu	100501
heddiw	99678
dal	99580
derbyn	99083
effeithiol	99054
pawb	99004
maen	98983
dy	98507
nhw'n	98496
swydd	97987
llun	97186
roi	97084
ateb	96684
staff	95864
ifanc	95858
dan	95728
efo	95297
effaith	94796
ystyried	94472
gofyn	94395
byddwn	94230
cyntaf	94021
bach	93739
blwyddyn	93637
weithio	93600
ymarfer	92636
darllen	92616
modd	92024
ymchwil	91484
iechyd	91088
chi'n	90620
ail	90601
blant	90203
deall	89446
gilydd	89368
fwyaf	88791
wnaeth	88707
ardal	88028
dwi	87367
sef	87307
dyma	87072
digwydd	86492
iddo	86193
efallai	85861
rhywbeth	85414
tîm	85269
ran	85115
unig	85072
gyd	84901
dwi'n	84809
ddau	84509
dasg	84141
gobeithio	83535
pam	83180
byw	83082
cyfnod	82900
mis	82507
diwrnod	81574
syniadau	80707
dyfodol	80567
mai	80395
gyntaf	80290
ymateb	79808
trafod	79313
ysgolion	79074
dewis	78787
enghraifft	78442
gywir	78213
gynnwys	78013
amlwg	77477
ddysgu	77321
pethau	76992
dilyn	76788
tu	76438
â'r	76083
ddydd	76052
faint	76045
bywyd	75938
prif	75867
llywodraeth	75864
wnes	75731
gwella	75679
barod	75132
gen	75086
hapus	74729
arwain	74163
symud	74049
llawn	73276
syniad	72911
gorau	72659
nawr	72083
Nghymru	71317
ddatblygu	70964
cymdeithasol	70264
achos	70188
cafodd	70081
wedyn	70066
tro	70020
credaf	69819
cwestiynau	69532
addas	69377
fath	69237
byddai	69206
athrawon	68889
o'n	68823
cynnig	68772
tuag	68434
mwyaf	68303
gweithgareddau	68095
credu	67667
cynllun	67656
person	67532
uchel	67317
bosib	67144
lawr	67125
llai	67029
drafod	67018
cyfarfod	66869
pryd	66483
megis	66291
Saesneg	65883
arbennig	65446
lefel	65195
ni'n	64934
stori	64657
adnabod	64627
bwyd	64473
well	64229
ydy	63929
wlad	63820
codi	63761
adran	63517
gwersi	63463
does	63381
ddweud	63308
ble	63213
busnes	62942
ers	62642
ceisio	62583
data	62527
anodd	62343
ganlyniad	62215
teimlo	61884
gwasanaeth	61816
rydych	61686
sawl	61264
llwyddiannus	60302
ychwanegol	60099
cymorth	59963
cyngor	59818
penodol	59798
ychydig	59736
hir	59701
iddyn	59371
ben	59292
arfer	59183
broblem	59070
nod	58529
lleol	58444
gymryd	58202
hunain	58132
draws	57827
sgil	57740
aros	57603
wella	57587
defnyddio'r	57560
ddwy	57547
darn	57496
rhieni	57463
sefyllfa	57306
corff	57196
bryd	57157
dealltwriaeth	57079
peth	57019
bawb	56919
adnoddau	56893
asesu	56532
o'i	56473
rôl	56292
wedi'i	56201
ffynhonnell	56045
profiad	55990
dau	55931
gadael	55792
awr	55234
parhau	55183
diwedd	55087
digon	55081
a'u	54896
ynglŷn	54874
cyrraedd	54816
hoffwn	54722
cynnal	54652
defnydd	54558
golygu	54426
wyf	54372
hyderus	54305
siŵr	54228
cwestiwn	54136
hanes	54095
addysgu	54074
sesiwn	53813
aelod	53668
enw	53593
feddwl	53561
ymchwilio	53464
barn	53297
her	53295
maes	53291
grwpiau	53112
prosiect	52773
amrywiaeth	52764
lawer	52670
effeithio	52670
geiriau	52611
cwrs	52357
medru	52257
olaf	52256
lluniau	52214
safon	52157
pwnc	52144
tŷ	52050
sylw	52021
wybod	51999
e-bost	51913
hanner	51881
aml	51735
llaw	51585
unigolyn	51572
problemau	51439
du	51300
tymor	51136
ddechrau	51128
teulu	50995
cadw	50912
tua	50709
gallwch	50574
hen	50471
gallwn	50355
ennill	50291
uwch	50248
gofal	50207
mwynhau	50121
iddi	49915
system	49613
personol	49596
trwy'r	49476
gymuned	49445
ystafell	49343
disgybl	49289
ddarllen	49201
bore	48838
ddisgyblion	48597
unwaith	48570
unigolion	48559
cartref	48188
cywir	48156
annibynnol	48052
ymwybodol	47925
ddefnyddio'r	47882
enwedig	47877
ofyn	47695
cyfathrebu	47571
hoffi	47466
di	47340
ffrindiau	47021
allu	47010
yno	46995
bwrdd	46966
darparu	46958
bynnag	46837
rhannu	46815
allweddol	46766
nodi	46676
clwb	46664
ddangos	46654
bethau	46480
cynllunio	46314
broses	46229
rhaglen	46162
athrawes	46125
rhyfel	46086
gwmpas	46000
ati	45929
wyt	45678
nos	45418
sir	45397
cynnydd	45370
gwyn	45309
glir	45303
hanfodol	45285
anghenion	45246
ochr	45209
gweithgaredd	45181
hoff	44977
dw	44838
cynnyrch	44721
athro	44713
rhif	44702
hyder	44572
marn	44555
ti'n	44535
aelodau	44452
e'n	44416
annog	44157
popeth	43721
nag	43717
canlyniadau	43680
Gymru	43502
adeiladu	43363
syml	43300
diwethaf	43252
gyda'i	43121
gosod	43019
fyw	43018
isod	42980
rheoli	42829
pwy	42824
datblygiad	42647
trefnu	42644
gennych	42596
diddordeb	42585
holiadur	42525
darganfod	42425
sôn	42413
oeddwn	42359
rhywun	42342
ddiwedd	42331
lan	42270
wir	41912
myfyrwyr	41881
tan	41823
cyflwyno	41693
prawf	41645
chwaraeon	41609
achosi	41502
agwedd	41433
cwmni	41417
fyny	41327
llyfr	41182
sesiynau	41084
llyfrau	40795
rhain	40728
le	40698
hawdd	40675
hyfforddiant	40386
bellach	40265
ymddygiad	40198
gwasanaethau	39911
llwyddiant	39900
ef	39650
fyddai	39643
brifysgol	39640
phobl	39591
gynnal	39367
eithaf	39126
gwelwch	38947
llwyddo	38931
agored	38855
astudio	38844
rhedeg	38568
cyfan	38543
ddigon	38521
ddewis	38499
gwbl	38447
amgylchedd	38312
ydynt	38162
byddwch	38033
pwysig	37980
hwyl	37945
eang	37937
gellir	37724
i'ch	37709
neges	37441
unigol	37424
anifeiliaid	37354
Nadolig	37333
adborth	37273
oddi	37191
ffaith	37104
doedd	37095
flaen	37081
anfon	37065
deg	36984
digwyddiad	36883
blynyddoedd	36738
cyflwyniad	36732
gallaf	36627
fywyd	36597
iau	36495
agos	36472
rhy	36433
tri	36314
math	36302
rhoi'r	36275
newidiadau	36258
yw'n	36166
swyddi	36132
gerdd	36060
gymdeithas	35912
ychwanegu	35860
dylai	35845
adroddiad	35766
tasgau	35462
dderbyn	35443
brofiad	35395
cais	35343
munud	35335
dyn	35275
cysylltu	35114
cynyddu	35110
ymweld	35032
nôl	34959
esbonio	34884
dwy	34617
teimlaf	34564
Mawrth	34457
fodd	34301
geisio	34242
hefo	34208
gadw	34071
dyddiad	34040
ardaloedd	34016
gwell	33930
colli	33877
merched	33852
oedran	33794
gymorth	33747
tasg	33745
byddai'n	33716
dyma'r	33711
llythrennedd	33675
naturiol	33669
agor	33639
rhyw	33565
offer	33540
thema	33396
ffyrdd	33304
cyfleoedd	33251
adael	33189
disgwyl	33161
lleoliad	33115
rhag	33003
gwener	32940
blaen	32920
wefan	32908
debyg	32894
ydym	32852
gorffen	32726
gyrraedd	32697
sicr	32653
mathemateg	32640
hytrach	32548
papur	32511
haf	32456
gwlad	32443
cenedlaethol	32377
mam	32362
gwrando	32351
dwr	32304
dull	32281
gydol	32272
arno	32219
bu	32148
eisteddfod	32071
llythyr	32053
gwers	31991
eleni	31985
canolbwyntio	31983
rheswm	31915
help	31776
tra	31703
gyfle	31695
ddefnyddiol	31608
mlynedd	31553
ddarganfod	31485
gweithredu	31449
gymharu	31432
gyflwyno	31417
safle	31378
bron	31323
rydyn	31287
efo'r	31280
dywedodd	31237
menywod	31186
noson	31095
Caerdydd	31091
daeth	31066
ddeall	30974
cychwyn	30925
berson	30919
manylion	30871
all	30824
tynnu	30723
mesur	30704
talu	30664
ngwaith	30611
gennym	30589
ffurflen	30575
aeth	30477
anffodus	30473
perthynas	30385
ymwneud	30381
atebion	30348
cefnogi	30217
siop	30182
gysylltu	30157
gynnig	30111
nes	30046
gair	30045
casglu	30032
weithiau	29992
hunan	29935
digwyddiadau	29853
egni	29839
diogelwch	29756
swyddfa	29735
ffwrdd	29727
gallai	29710
byth	29595
gyfrifol	29581
ydw	29497
eistedd	29432
rhifedd	29404
gemau	29329
gweithio'n	29214
teimlo'n	29166
lliw	29128
sgwrs	29060
ymuno	29020
dŵr	29012
iach	29011
berthnasol	29008
hynod	28939
uchod	28926
chael	28918
hollol	28852
strategaethau	28845
syth	28829
rhestr	28788
paratoi	28758
ydi	28756
penderfynu	28752
rhifau	28743
fach	28718
amgylch	28638
neud	28621
sylfaen	28588
brif	28547
bwyta	28526
cam	28488
chwilio	28487
awgrymu	28481
godi	28446
gwestiynau	28359
mynediad	28344
ganddo	28325
ddiddordeb	28310
galluogi	28295
gennyf	28240
rhowch	28192
gweithwyr	28167
benodol	28111
drefnu	27996
gwblhau	27956
weithgareddau	27880
ymhellach	27877
cwricwlwm	27871
ddilyn	27848
leol	27802
natur	27756
sefyll	27746
safonau	27697
gwahaniaeth	27663
daith	27611
cytuno	27530
llinell	27470
fyddai'n	27365
gwrs	27326
agweddau	27284
ydy'r	27264
ffynonellau	27251
mhob	27172
oedolion	27170
proffesiynol	26980
gynllunio	26962
diffyg	26961
gêm	26944
na'r	26936
enfawr	26909
annwyl	26865
ansawdd	26823
newyddion	26766
we	26742
phlant	26714
rai	26626
awyddus	26576
glywed	26544
methu	26524
awyr	26518
gyflym	26472
croeso	26461
perfformiad	26460
neb	26448
beidio	26417
sefydlu	26322
ffocws	26319
isel	26289
cwblhau	26271
ba	26156
cofio	26135
wedi'u	26112
drwy'r	26051
ohonynt	25935
hawl	25896
clywed	25878
gwych	25876
elfen	25872
gyson	25856
fyddwn	25849
cefais	25772
tair	25771
cylch	25753
pe	25639
pen	25534
bardd	25534
risg	25522
dynion	25505
mwyafrif	25478
amrywiol	25447
plîs	25443
pwynt	25410
wyneb	25401
de	25393
gyfnod	25364
cyfryngau	25327
hawliau	25318
graff	25313
canlynol	25312
osod	25289
ymwybyddiaeth	25271
hydref	25178
erthygl	25131
ysgrifenedig	25074
ydyn	25038
gwelir	25023
targed	25021
ffeithiau	24966
lleihau	24964
ffurf	24959
gryf	24936
gorfod	24895
union	24831
teithio	24823
ganddynt	24804
sefydliad	24774
ceir	24755
amdano	24747
tystiolaeth	24734
gynulleidfa	24638
ferch	24634
neu'n	24554
medi	24541
byr	24520
nodweddion	24509
arsylwi	24422
cyflawni	24248
gwledydd	24233
hyfforddi	24179
heddlu	24109
atal	24041
datrys	24032
siwr	24009
orau	23870
fo	23847
ffilm	23841
ddarparu	23746
hybu	23723
rannu	23712
gyflawni	23698
ddiwrnod	23679
sylweddol	23662
pwysigrwydd	23641
cerdded	23550
dyna	23520
Mercher	23515
ddiogel	23501
falch	23468
cwsmeriaid	23368
torri	23356
helpu'r	23322
dibynnu	23314
lefelau	23310
adref	23247
prynhawn	23210
ai	23205
cyhoedd	23204
cefnogaeth	23200
galed	23173
ymddangos	23171
galw	23140
cyhoeddus	23125
draw	23019
fwyd	22990
cinio	22989
tir	22988
economaidd	22986
brawddegau	22940
llygaid	22888
adeg	22858
bywydau	22788
miliwn	22749
cryf	22700
ariannol	22640
lles	22622
ymarferol	22555
dioddef	22535
adrodd	22506
cynhyrchu	22493
hyrwyddo	22436
cyfrannu	22403
addasu	22382
ynghyd	22378
o'u	22376
gweler	22272
negyddol	22250
cymdeithas	22238
mas	22177
gyfan	22144
profiadau	22133
chreu	22119
rhydd	22112
lafar	22096
cwrdd	22075
gynradd	22050
haul	22022
roedden	21911
ffurfio	21808
profi	21796
problem	21793
gefnogi	21753
creadigol	21739
testun	21707
uned	21692
ofn	21683
fyddaf	21672
tai	21663
coch	21625
Dafydd	21609
polisi	21585
genedlaethol	21538
bersonol	21531
oriau	21530
ffactorau	21506
farn	21487
diddorol	21481
osgoi	21459
broblemau	21447
Prydain	21345
yfory	21311
Lloegr	21293
bresennol	21292
mater	21280
gwyliau	21250
caiff	21231
digidol	21227
cymaint	21227
seiliedig	21203
ofalus	21201
ffôn	21097
pwrpas	21068
gyffredinol	21064
prynu	21056
strategaeth	21024
tywydd	21006
neu'r	20978
maint	20934
eglwys	20911
sioe	20910
camau	20886
effeithiau	20825
sylwadau	20820
ddosbarth	20812
dulliau	20805
amcanion	20804
adolygu	20803
barhau	20745
arddangos	20709
rygbi	20680
gasglu	20676
awdur	20616
canlyniad	20584
siawns	20583
materion	20544
leiaf	20531
tabl	20529
corfforol	20529
mynychu	20515
lliwiau	20502
strwythur	20485
pwysau	20449
ymestyn	20408
gwerthu	20404
tebyg	20397
daflen	20388
allai	20369
dewch	20327
trio	20315
uniongyrchol	20288
celf	20282
clir	20268
ganrif	20242
angenrheidiol	20217
marw	20173
rwyt	20155
gogledd	20148
dystiolaeth	20097
targedau	20083
galon	20080
dad	20038
haws	19990
cynlluniau	19989
anghywir	19964
allwch	19963
gwefan	19962
elfennau	19928
golau	19921
wych	19892
ymchwiliad	19886
gwerth	19872
rheolau	19868
cerddoriaeth	19864
glas	19855
pŵer	19840
orffen	19838
ymdrech	19828
bai	19809
dydw	19794
ddechrau'r	19705
yma'n	19691
llais	19676
posib	19665
meini	19637
dro	19629
ffrind	19606
imi	19574
technoleg	19573
gymaint	19527
ganolfan	19516
coleg	19485
arweinydd	19440
canol	19428
swyddog	19424
adeilad	19421
tyfu	19318
ddiweddar	19306
werth	19291
fframwaith	19269
gorffennol	19267
fam	19267
blaid	19219
ddiddorol	19185
afon	19180
bennaf	19139
troi	19135
unigryw	19113
cofiwch	19110
byddai'r	18972
fodlon	18941
cynradd	18940
hynny'n	18937
bwriad	18913
gofynion	18912
ambell	18909
eisoes	18867
safbwynt	18852
achosion	18778
dalu	18773
terfynol	18754
gyfrwng	18738
Abertawe	18735
dydy	18731
be	18692
darnau	18687
pwyllgor	18670
pedwar	18666
holi	18660
ddeddf	18634
urdd	18612
uwchradd	18594
gweddill	18594
sector	18588
ddibynadwy	18569
ddatrys	18560
pris	18534
gwelwn	18469
duw	18466
ddiwethaf	18442
perthnasol	18435
enghreifftiau	18433
dynnu	18426
gwaed	18418
gormod	18418
gwnaeth	18376
dillad	18369
Ionawr	18366
dynol	18345
ffon	18340
môr	18288
bwriadu	18276
flynyddoedd	18229
bechgyn	18223
amddiffyn	18191
cyswllt	18187
briodol	18171
uchaf	18162
gwir	18147
gysylltiedig	18120
asesiad	18096
diwylliant	18018
peidiwch	18010
cyffredinol	17924
rheolaidd	17917
pellach	17913
gwrdd	17910
fideo	17900
canu	17900
sylfaenol	17893
brynu	17861
cyfarfodydd	17855
positif	17836
gloch	17812
geirfa	17747
law	17721
academaidd	17676
car	17659
amserlen	17657
gadarnhau	17634
Sadwrn	17633
cyfeiriad	17555
gwisgo	17548
cau	17539
allanol	17526
erioed	17507
priodol	17482
dysgwr	17482
ehangu	17464
ar-lein	17420
man	17415
sori	17390
presennol	17374
boblogaeth	17351
rieni	17347
meithrin	17346
penderfyniad	17335
Sul	17318
ddiolchgar	17313
gyfathrebu	17294
sylweddoli	17248
fis	17217
gradd	17208
trefn	17202
heriol	17191
cyfarwyddiadau	17158
fanwl	17157
fyfyrwyr	17147
gafodd	17128
sail	17112
arnynt	17094
arholiad	17084
cysylltiad	17057
cyfweliad	17057
ma	17055
is	17045
hoffech	17044
Cymreig	17043
pennaeth	17024
cymuned	17019
sefyllfaoedd	17010
neuadd	17007
cyfeirio	16980
fuan	16953
ddaear	16942
caniatáu	16936
braf	16926
atoch	16923
delio	16893
cyfrifoldeb	16892
yfed	16883
byddant	16877
dîm	16863
diwydiant	16844
teledu	16841
copi	16823
dref	16817
farw	16805
ganddi	16796
dadansoddi	16785
ystadegau	16747
gwblhau'r	16747
o'ch	16734
ddysgwyr	16704
traethawd	16702
gwahaniaethu	16642
fory	16632
llawr	16605
manwl	16602
hwyr	16593
drws	16557
siaradwyr	16554
prifysgol	16549
gyfleoedd	16544
rheolwr	16539
bodoli	16527
eiriau	16481
Ebrill	16459
baratoi	16437
helo	16415
astudiaeth	16393
ystyr	16387
sŵn	16317
golwg	16265
niferoedd	16248
ysbyty	16235
ddinas	16231
sefydliadau	16218
ynddo	16216
hwy	16200
cymunedol	16191
egluro	16190
gartref	16126
mlwyddyn	16071
nwyddau	16054
rheolaeth	16038
map	16013
dechreuodd	16009
wledydd	15991
ddŵr	15989
costau	15967
cwblhau'r	15963
ymweliad	15953
cyd	15931
coed	15926
undeb	15911
siâp	15908
rywbeth	15901
Aberystwyth	15901
ddatblygiad	15880
fenywod	15822
amryw	15821
ddrwg	15809
dychwelyd	15804
rhesymau	15802
adio	15765
teuluoedd	15725
blaenorol	15725
tudalen	15702
blentyn	15672
